Name,Símbolo,Mercado,Último (Preço),%,Data/Hora,Link
GROTTES DE HAN,,VPXB,"EUR 122,00","-0,08%",21 Nov 2017,https://live.euronext.com/pt/product/equities/BE0057677594-VPXB
GROUPE CARNIVOR,MLGRC,XMLI,"EUR 23,20",-,12 Jan 2026,https://live.euronext.com/pt/product/equities/FR0000076960-XMLI
GROUPE CRIT,CEN,XPAR,"EUR 61,00",-,14:27 CET,https://live.euronext.com/pt/product/equities/FR0000036675-XPAR
GROUPE GUILLIN,ALGIL,ALXP,"EUR 25,40",-,17:35 CET,https://live.euronext.com/pt/product/equities/FR0012819381-ALXP
GROUPE JAJ,GJAJ,XPAR,"EUR 1,27","5,83%",12 Jan 2026,https://live.euronext.com/pt/product/equities/FR0004010338-XPAR
GROUPE JOSI,,VPXB,"EUR 1 432,00","77,23%",21 Apr 2015,https://live.euronext.com/pt/product/equities/BE0011606630-VPXB
GROUPE LDLC,ALLDL,ALXP,"EUR 18,70",-,17:35 CET,https://live.euronext.com/pt/product/equities/FR0000075442-ALXP
GROUPE OKWIND,ALOKW,ALXP,"EUR 0,447","1,59%",17:29 CET,https://live.euronext.com/pt/product/equities/FR0013439627-ALXP
GROUPE PARTOUCHE,PARP,XPAR,"EUR 18,00","-0,28%",17:35 CET,https://live.euronext.com/pt/product/equities/FR0012612646-XPAR
GROUPE PLUS-VALUES,MLPVG,XMLI,"EUR 0,01",-,18 Mar 2013,https://live.euronext.com/pt/product/equities/FR0010529719-XMLI
GROUPE SFPI,SFPI,XPAR,"EUR 1,725","-0,29%",17:29 CET,https://live.euronext.com/pt/product/equities/FR0004155000-XPAR
GROUPE TERA,ALGTR,ALXP,"EUR 6,00",-,15 Jan 2026,https://live.euronext.com/pt/product/equities/FR0013429404-ALXP
GROUPIMO,ALIMO,ALXP,"EUR 0,222","-26,00%",08 Jan 2026,https://live.euronext.com/pt/product/equities/FR0014000RP6-ALXP
GROWENS,GROW,EXGM,"EUR 2,86","0,35%",15:59 CET,https://live.euronext.com/pt/product/equities/IT0005040354-EXGM
GROWNERS,,VPXB,"EUR 8,00",-,26 Oct 2021,https://live.euronext.com/pt/product/equities/BE0003861789-VPXB
GT TALENT GROUP,GT,EXGM,"EUR 0,16","5,26%",23 May 2025,https://live.euronext.com/pt/product/equities/IT0005607699-EXGM
HITECHPROS,ALHIT,ALXP,"EUR 14,60","-2,67%",11:30 CET,https://live.euronext.com/pt/product/equities/FR0010396309-ALXP
HK,MLHK,XMLI,"EUR 41,80","-5,00%",17:16 CET,https://live.euronext.com/pt/product/equities/DE000A11Q133-XMLI
HOCHE BAINS L.BAIN,MLHBB,XMLI,"EUR 63,00","1,61%",30 Dec 2025,https://live.euronext.com/pt/product/equities/FR0000051302-XMLI
HOCHTIEF,4HOT,ETLX,"EUR 258,00","0,47%",06 Oct 2025,https://live.euronext.com/pt/product/equities/DE0006070006-ETLX
HOCHTIEF,1HOT,BGEM,"EUR 372,00","0,76%",16:51 CET,https://live.euronext.com/pt/product/equities/DE0006070006-BGEM
HOCHTIEF,2HOT,MTAH,"EUR 348,20","2,90%",15 Dec 2025,https://live.euronext.com/pt/product/equities/DE0006070006-MTAH
HOFFMANN,ALHGR,ALXP,"EUR 4,415","-2,32%",17:16 CET,https://live.euronext.com/pt/product/equities/FR0013451044-ALXP
HOFSETH BIOCARE,HBC,XOSL,"NOK 1,295","-4,43%",16:25 CET,https://live.euronext.com/pt/product/equities/NO0010598683-XOSL
Holcim,1HOLN,BGEM,"EUR 85,00","3,03%",12:21 CET,https://live.euronext.com/pt/product/equities/CH0012214059-BGEM
HOLLAND COLOURS,HOLCO,XAMS,"EUR 87,00","-2,25%",17:35 CET,https://live.euronext.com/pt/product/equities/NL0000440311-XAMS
Holmen,1HOLM,BGEM,"EUR 33,00","-0,18%",08 Jan 2026,https://live.euronext.com/pt/product/equities/SE0011090018-BGEM
Hologic Inc,1HOLX,BGEM,"EUR 63,50",-,24 Oct 2025,https://live.euronext.com/pt/product/equities/US4364401012-BGEM
HOME CONCEPT,MLHCF,XMLI,"EUR 16,40","6,49%",06 Nov 2025,https://live.euronext.com/pt/product/equities/FR0012336691-XMLI
HOME DEPOT,1HD,BGEM,"EUR 325,80","-0,21%",16:27 CET,https://live.euronext.com/pt/product/equities/US4370761029-BGEM
HOME DEPOT,2HD,MTAH,"EUR 311,00","0,52%",08 Jan 2026,https://live.euronext.com/pt/product/equities/US4370761029-MTAH
HOME DEPOT,4HD,ETLX,"EUR 339,45","2,97%",17 Oct 2025,https://live.euronext.com/pt/product/equities/US4370761029-ETLX
HOME INVEST BE.,HOMI,XBRU,"EUR 18,80","-1,26%",17:35 CET,https://live.euronext.com/pt/product/equities/BE0974409410-XBRU
HOMIZY,HZY,EXGM,"EUR 3,88","-2,02%",07 Nov 2024,https://live.euronext.com/pt/product/equities/IT0005468662-EXGM
HONEYWELL INTERN,4HON,ETLX,"EUR 167,00","-2,24%",22 Dec 2025,https://live.euronext.com/pt/product/equities/US4385161066-ETLX
HONEYWELL INTERN,1HON,BGEM,"EUR 183,50","-0,01%",15 Jan 2026,https://live.euronext.com/pt/product/equities/US4385161066-BGEM
HONEYWELL INTERN,2HON,MTAH,"EUR 179,18","1,03%",09 Jan 2026,https://live.euronext.com/pt/product/equities/US4385161066-MTAH
HOPENING,MLHPE,XMLI,"EUR 6,35","11,40%",24 Dec 2025,https://live.euronext.com/pt/product/equities/FR0010312181-XMLI
HOPIUM,ALHPI,ALXP,"EUR 0,005","-3,85%",17:35 CET,https://live.euronext.com/pt/product/equities/FR0014010QE1-ALXP
HOPSCOTCH GROUPE,ALHOP,ALXP,"EUR 13,20","0,76%",14:30 CET,https://live.euronext.com/pt/product/equities/FR0000065278-ALXP
Hormel Foods Corp,1HRL,BGEM,"EUR 19,545","0,77%",08 Jan 2026,https://live.euronext.com/pt/product/equities/US4404521001-BGEM
HOSTELWORLD GROUP,HSW,XMSM,"EUR 1,38",-,16:30 GMT,https://live.euronext.com/pt/product/equities/GB00BYYN4225-XMSM
HOT.MAJESTIC CANNE,MLHMC,XMLI,"EUR 6 400,00",-,11:32 CET,https://live.euronext.com/pt/product/equities/FR0006226791-XMLI
HOTELES BESTPRICE,MLHBP,XMLI,"EUR 4,20",-,19 Dec 2025,https://live.euronext.com/pt/product/equities/ES0105664009-XMLI
HOTELIM,MLHOT,XMLI,"EUR 51,00","12,83%",15 Jan 2026,https://live.euronext.com/pt/product/equities/FR0000053738-XMLI
HOTELS DE PARIS,HDP,XPAR,"EUR 1,94","-1,52%",16:30 CET,https://live.euronext.com/pt/product/equities/FR0004165801-XPAR
HOTL.IMMOB.NICE,MLHIN,XMLI,"EUR 216,00","-0,92%",15 Jan 2026,https://live.euronext.com/pt/product/equities/FR0006563904-XMLI
Howmet Aerospace,1HWM,BGEM,"EUR 193,00","-1,18%",15:56 CET,https://live.euronext.com/pt/product/equities/US4432011082-BGEM
HP,2HPQ,MTAH,"EUR 18,05","0,11%",07 Jan 2026,https://live.euronext.com/pt/product/equities/US40434L1052-MTAH
HP,4HPQ,ETLX,"EUR 23,33","3,18%",06 Nov 2025,https://live.euronext.com/pt/product/equities/US40434L1052-ETLX
HP,1HPQ,BGEM,"EUR 17,748","-1,38%",17:11 CET,https://live.euronext.com/pt/product/equities/US40434L1052-BGEM
HUBSPOT INC,1HUBS,BGEM,"EUR 283,70","-3,70%",15:29 CET,https://live.euronext.com/pt/product/equities/US4435731009-BGEM
HUDDLESTOCK FINTEC,HUDL,MERK,"NOK 0,644","-2,72%",16:28 CET,https://live.euronext.com/pt/product/equities/NO0010859648-MERK
HUDDLY,HDLY,MERK,"NOK 13,50","-4,26%",15:36 CET,https://live.euronext.com/pt/product/equities/NO0013470534-MERK
HUGO BOSS,4BOSS,ETLX,"EUR 34,37","-12,21%",03 Dec 2025,https://live.euronext.com/pt/product/equities/DE000A1PHFF7-ETLX
HUGO BOSS,2BOSS,MTAH,"EUR 36,27","2,95%",12 Jan 2026,https://live.euronext.com/pt/product/equities/DE000A1PHFF7-MTAH
HUGO BOSS,1BOSS,BGEM,"EUR 34,73","-0,52%",10:20 CET,https://live.euronext.com/pt/product/equities/DE000A1PHFF7-BGEM
Huhtamaki Oyj,1HUH,BGEM,"EUR 32,40","-1,34%",11 Jun 2025,https://live.euronext.com/pt/product/equities/FI0009000459-BGEM
Humana Inc,1HUM,BGEM,"EUR 236,40","-0,13%",14 Jan 2026,https://live.euronext.com/pt/product/equities/US4448591028-BGEM
HUNTER GROUP,HUNT,XOAS,"NOK 2,36","2,83%",16:25 CET,https://live.euronext.com/pt/product/equities/NO0012953720-XOAS
HUNTINGTON BANCSH,2HU3,MTAH,"EUR 14,776","-0,65%",23 Sep 2025,https://live.euronext.com/pt/product/equities/US4461501045-MTAH
HUNTINGTON BANCSH,1HU3,BGEM,"EUR 14,648","-0,20%",05 Dec 2025,https://live.euronext.com/pt/product/equities/US4461501045-BGEM
HUNTINGTON BANCSH,4HU3,ETLX,"EUR 15,346","2,36%",11 Sep 2025,https://live.euronext.com/pt/product/equities/US4461501045-ETLX
Huntington Ing,1HII,BGEM,"EUR 331,70","-0,78%",12 Jan 2026,https://live.euronext.com/pt/product/equities/US4464131063-BGEM
HUNYVERS,ALHUN,ALXP,"EUR 7,52","-2,08%",17:35 CET,https://live.euronext.com/pt/product/equities/FR0014007LQ2-ALXP
Husqvarna,1HUSQ,BGEM,"EUR 4,147","-0,79%",03 Nov 2025,https://live.euronext.com/pt/product/equities/SE0001662230-BGEM
HUT 8 CORP. O.N.,2HUT,MTAH,"EUR 48,70","-1,22%",15 Jan 2026,https://live.euronext.com/pt/product/equities/US44812J1043-MTAH
HUT 8 CORP. O.N.,1HUT,BGEM,"EUR 49,30","-3,33%",15 Jan 2026,https://live.euronext.com/pt/product/equities/US44812J1043-BGEM
HYBRID SOFTWARE GR,HYSG,XBRU,"EUR 4,00","-2,44%",13:51 CET,https://live.euronext.com/pt/product/equities/GB00BYN5BY03-XBRU
HYDRATEC,HYDRA,XAMS,"EUR 174,00","2,35%",13:14 CET,https://live.euronext.com/pt/product/equities/NL0009391242-XAMS
HYDRAULIQUEHOLDING,MLHYD,XMLI,"EUR 760,00",-,13 Jan 2026,https://live.euronext.com/pt/product/equities/FR0000064735-XMLI
HYDRO-EXPLOIT.,MLHYE,XMLI,"EUR 125,00","-1,58%",23 Oct 2025,https://live.euronext.com/pt/product/equities/FR0005843125-XMLI
HYDROGEN REFUELING,ALHRS,ALXP,"EUR 1,698","-0,12%",17:35 CET,https://live.euronext.com/pt/product/equities/FR0014001PM5-ALXP
HYDROGENPRO,HYPRO,XOSL,"NOK 2,05","3,64%",16:25 CET,https://live.euronext.com/pt/product/equities/NO0010892359-XOSL
HYLORIS,HYL,XBRU,"EUR 7,90","-0,75%",16:39 CET,https://live.euronext.com/pt/product/equities/BE0974363955-XBRU
HYNION,HYN,MERK,"NOK 0,0196","1,03%",16:27 CET,https://live.euronext.com/pt/product/equities/NO0010920945-MERK
Hypoport SE,1HYQ,BGEM,"EUR 177,20","-4,83%",11 Aug 2025,https://live.euronext.com/pt/product/equities/DE0005493365-BGEM
HÖEGH AUTOLINERS,HAUTO,XOSL,"NOK 101,50","3,15%",16:29 CET,https://live.euronext.com/pt/product/equities/NO0011082075-XOSL
HØLAND OG SETSKOG,HSPG,XOSL,"NOK 153,02",-,12 Jan 2026,https://live.euronext.com/pt/product/equities/NO0010012636-XOSL
I GRANDI VIAGGI,IGV,MTAA,"EUR 2,81","-0,35%",17:17 CET,https://live.euronext.com/pt/product/equities/IT0005108219-MTAA
I.CO.P.,ICOP,EXGM,"EUR 18,60","1,92%",14:55 CET,https://live.euronext.com/pt/product/equities/IT0001214433-EXGM
I.M.D.,IMD,EXGM,"EUR 1,49","0,68%",15 Jan 2026,https://live.euronext.com/pt/product/equities/IT0005549255-EXGM
I2S,ALI2S,ALXP,"EUR 6,95","-0,71%",14 Jan 2026,https://live.euronext.com/pt/product/equities/FR0005854700-ALXP
IAC INC,1IAC,BGEM,"EUR 34,47","0,91%",15 Jan 2026,https://live.euronext.com/pt/product/equities/US44891N2080-BGEM
IANTE INVESTMENTS,MLINT,XMLI,"EUR 4,62",-,20 May 2022,https://live.euronext.com/pt/product/equities/ES0105479002-XMLI
IBA,IBAB,XBRU,"EUR 14,04","-1,40%",17:35 CET,https://live.euronext.com/pt/product/equities/BE0003766806-XBRU
IBERDROLA,1IBE,BGEM,"EUR 18,575","1,73%",17:05 CET,https://live.euronext.com/pt/product/equities/ES0144580Y14-BGEM
IBERDROLA,4IBE,ETLX,"EUR 18,31","-0,68%",13 Jan 2026,https://live.euronext.com/pt/product/equities/ES0144580Y14-ETLX
IBERDROLA,2IBE,MTAH,"EUR 18,04","-4,80%",08 Jan 2026,https://live.euronext.com/pt/product/equities/ES0144580Y14-MTAH
"IBERSOL,SGPS",IBS,XLIS,"EUR 10,15","2,32%",16:36 WET,https://live.euronext.com/pt/product/equities/PTIBS0AM0008-XLIS
IBM,2IBM,MTAH,"EUR 259,80","0,27%",08 Jan 2026,https://live.euronext.com/pt/product/equities/US4592001014-MTAH
IBM,1IBM,BGEM,"EUR 261,60","-1,21%",17:11 CET,https://live.euronext.com/pt/product/equities/US4592001014-BGEM
IBM,4IBM,ETLX,"EUR 254,35","-3,97%",11:42 CET,https://live.euronext.com/pt/product/equities/US4592001014-ETLX
ICADE,2ICAD,MTAH,-,-,-,https://live.euronext.com/pt/product/equities/FR0000035081-MTAH
ICADE,ICAD,XPAR,"EUR 21,40","-0,93%",17:35 CET,https://live.euronext.com/pt/product/equities/FR0000035081-XPAR
ICAPE HOLDING,ALICA,ALXP,"EUR 6,26","2,29%",17:35 CET,https://live.euronext.com/pt/product/equities/FR001400A3Q3-ALXP
ICELANDIC SALMON,ISLAX,MERK,"NOK 78,40","2,35%",16:25 CET,https://live.euronext.com/pt/product/equities/NO0010724701-MERK
ID LOGISTICS GROUP,IDL,XPAR,"EUR 433,00","-0,80%",17:36 CET,https://live.euronext.com/pt/product/equities/FR0010929125-XPAR
IDEX BIOMETRICS,IDEX,XOSL,"NOK 6,553","6,97%",16:25 CET,https://live.euronext.com/pt/product/equities/NO0013536078-XOSL
IDEX Corp,1IEX,BGEM,"EUR 160,50","-1,08%",13 Jan 2026,https://live.euronext.com/pt/product/equities/US45167R1041-BGEM
IDEXX Lab,1IDXX,BGEM,"EUR 576,80","-0,76%",02 Jan 2026,https://live.euronext.com/pt/product/equities/US45168D1046-BGEM
IDI,IDIP,XPAR,"EUR 69,20",-,16:29 CET,https://live.euronext.com/pt/product/equities/FR0000051393-XPAR
IDNTT,IDNTT,EXGM,"EUR 2,82","2,17%",11:35 CET,https://live.euronext.com/pt/product/equities/CH1118852594-EXGM
IDS,MLIDS,XMLI,"EUR 0,52","1,96%",15 Jan 2026,https://live.euronext.com/pt/product/equities/FR0000079691-XMLI
IEP INVEST,IEP,XBRU,"EUR 5,30","4,95%",17:29 CET,https://live.euronext.com/pt/product/equities/BE0003748622-XBRU
IES HOLDINGS INC,1IESC,BGEM,"EUR 297,00","-4,50%",23 Oct 2025,https://live.euronext.com/pt/product/equities/US44951W1062-BGEM
IGD,IGD,MTAA,"EUR 3,48","-0,29%",17:35 CET,https://live.euronext.com/pt/product/equities/IT0005322612-MTAA
IGIS NEPTUNE,MLABC,XMLI,"EUR 11,43",-,31 Aug 2021,https://live.euronext.com/pt/product/equities/ES0105551008-XMLI
IKONISYS,ALIKO,ALXP,"EUR 1,51","-4,43%",17:35 CET,https://live.euronext.com/pt/product/equities/FR00140048X2-ALXP
ILLA,ILLA,EXGM,"EUR 0,0001",-,07 Jun 2024,https://live.euronext.com/pt/product/equities/IT0005578395-EXGM
Illinois Tool W,1ITW,BGEM,"EUR 218,30","0,09%",12 Jan 2026,https://live.euronext.com/pt/product/equities/US4523081093-BGEM
ILLUMINA,4ILMN,ETLX,"EUR 65,50","4,05%",22 Apr 2025,https://live.euronext.com/pt/product/equities/US4523271090-ETLX
ILLUMINA,2ILMN,MTAH,"EUR 104,34","-0,80%",10 Nov 2025,https://live.euronext.com/pt/product/equities/US4523271090-MTAH
ILLUMINA,1ILMN,BGEM,"EUR 123,52","-0,53%",17:26 CET,https://live.euronext.com/pt/product/equities/US4523271090-BGEM
ILPRA,ILP,EXGM,"EUR 5,65","0,89%",10:27 CET,https://live.euronext.com/pt/product/equities/IT0005359101-EXGM
IMALLIANCE,MLIML,XMLI,"EUR 0,264",-,14 Jan 2026,https://live.euronext.com/pt/product/equities/FR0010086371-XMLI
IMBAKIN HOLDING,,VPXB,"EUR 0,10","11,11%",06 Jan 2026,https://live.euronext.com/pt/product/equities/BE6264882406-VPXB
IMCD,IMCD,XAMS,"EUR 76,88","-4,95%",17:36 CET,https://live.euronext.com/pt/product/equities/NL0010801007-XAMS
IMCD,2IMCD,MTAH,-,-,-,https://live.euronext.com/pt/product/equities/NL0010801007-MTAH
IMEON ENERGY,MLIME,XMLI,-,-,-,https://live.euronext.com/pt/product/equities/FR001400QW73-XMLI
KID,KID,XOSL,"NOK 125,60","-1,72%",16:25 CET,https://live.euronext.com/pt/product/equities/NO0010743545-XOSL
Kimberly-Clark,1KMB,BGEM,"EUR 86,53","0,22%",10:35 CET,https://live.euronext.com/pt/product/equities/US4943681035-BGEM
Kinder Morgan Inc,1KMI,BGEM,"EUR 23,315","1,28%",29 Dec 2025,https://live.euronext.com/pt/product/equities/US49456B1017-BGEM
KINEPOLIS GROUP,KIN,XBRU,"EUR 27,20","-0,55%",17:37 CET,https://live.euronext.com/pt/product/equities/BE0974274061-XBRU
KINGSPAN GROUP PLC,KRX,XMSM,"EUR 72,00","-0,89%",16:30 GMT,https://live.euronext.com/pt/product/equities/IE0004927939-XMSM
Kinnevik AB,1KINV,BGEM,-,-,-,https://live.euronext.com/pt/product/equities/SE0022060521-BGEM
KION GROUP,2KGX,MTAH,"EUR 54,35","-2,86%",13 Oct 2025,https://live.euronext.com/pt/product/equities/DE000KGX8881-MTAH
KION GROUP,1KGX,BGEM,"EUR 64,10","0,39%",15 Jan 2026,https://live.euronext.com/pt/product/equities/DE000KGX8881-BGEM
KION GROUP,4KGX,ETLX,"EUR 61,45",-,06 Nov 2025,https://live.euronext.com/pt/product/equities/DE000KGX8881-ETLX
KITRON,KIT,XOSL,"NOK 81,70","4,21%",16:29 CET,https://live.euronext.com/pt/product/equities/NO0003079709-XOSL
KKO INTERNATIONAL,ALKKO,ALXP,"EUR 0,107",-,17:24 CET,https://live.euronext.com/pt/product/equities/FR0013374667-ALXP
KKR & Co Inc,1KKR,BGEM,"EUR 117,50","2,42%",06 Jan 2026,https://live.euronext.com/pt/product/equities/US48251W1045-BGEM
KLA-TENCOR,4KLAC,ETLX,"EUR 1 050,00","2,58%",15 Dec 2025,https://live.euronext.com/pt/product/equities/US4824801009-ETLX
KLA-TENCOR,2KLAC,MTAH,"EUR 1 344,40","-0,27%",15 Jan 2026,https://live.euronext.com/pt/product/equities/US4824801009-MTAH
KLA-TENCOR,1KLAC,BGEM,"EUR 1 332,40","-1,16%",16:12 CET,https://live.euronext.com/pt/product/equities/US4824801009-BGEM
KLARSEN,ALKLA,ALXP,"EUR 0,868","5,85%",17:23 CET,https://live.euronext.com/pt/product/equities/FR0011038348-ALXP
KLARSEN BSA O,KLBSO,ALXP,"EUR 0,029","-51,67%",14 Jan 2026,https://live.euronext.com/pt/product/equities/FR0014013TD1-ALXP
KLARSEN BSA P,KLBSP,ALXP,"EUR 0,50",-,19 Dec 2025,https://live.euronext.com/pt/product/equities/FR0014013TC3-ALXP
KLAVENESS COMBINAT,KCC,XOSL,"NOK 83,90","-0,47%",16:25 CET,https://live.euronext.com/pt/product/equities/NO0010833262-XOSL
KLEA HOLDING,ALKLH,ALXP,"EUR 0,2285","2,24%",17:35 CET,https://live.euronext.com/pt/product/equities/FR0013481835-ALXP
KLEPIERRE,2LI,MTAH,-,-,-,https://live.euronext.com/pt/product/equities/FR0000121964-MTAH
KLEPIERRE,LI,XPAR,"EUR 33,06","-0,12%",17:35 CET,https://live.euronext.com/pt/product/equities/FR0000121964-XPAR
KLEPIERRE REIT,4LI,ETLX,"EUR 33,20","-2,18%",12 Jan 2026,https://live.euronext.com/pt/product/equities/FR0000121964-ETLX
KLM,,VPXB,"EUR 1,87",-,14 Jan 2025,https://live.euronext.com/pt/product/equities/NL0000009645-VPXB
KMC PROPERTIES,KMCP,XOSL,"NOK 5,95","-0,83%",16:25 CET,https://live.euronext.com/pt/product/equities/NO0013637181-XOSL
KME GROUP,KME,MTAA,"EUR 0,91","0,22%",15:59 CET,https://live.euronext.com/pt/product/equities/IT0004552359-MTAA
KME GROUP RSP,KMER,MTAA,"EUR 1,40","2,19%",17:35 CET,https://live.euronext.com/pt/product/equities/IT0004552367-MTAA
Knorr-Bremse,1KBX,BGEM,"EUR 96,20","-2,98%",09 Jan 2026,https://live.euronext.com/pt/product/equities/DE000KBX1006-BGEM
KOENIG & BAUER,4SKB,ETLX,"EUR 14,88","7,83%",11 Jul 2025,https://live.euronext.com/pt/product/equities/DE0007193500-ETLX
KOENIG & BAUER,1SKB,BGEM,"EUR 10,44","-1,51%",15 Dec 2025,https://live.euronext.com/pt/product/equities/DE0007193500-BGEM
KOENIG&BAUER,2SKB,MTAH,-,-,-,https://live.euronext.com/pt/product/equities/DE0007193500-MTAH
Kojamo Oyj,1KOJA,BGEM,-,-,-,https://live.euronext.com/pt/product/equities/FI4000312251-BGEM
KOMPLETT,KOMPL,XOSL,"NOK 13,40","-2,55%",16:25 CET,https://live.euronext.com/pt/product/equities/NO0011016040-XOSL
KOMPUESTOS,ALKOM,ALXP,"EUR 1,02",-,09:00 CET,https://live.euronext.com/pt/product/equities/ES0105425005-ALXP
KONE,4KNEBV,ETLX,"EUR 52,22","-2,43%",08 Aug 2025,https://live.euronext.com/pt/product/equities/FI0009013403-ETLX
KONE,2KNEBV,MTAH,"EUR 49,21",-,23 Jan 2025,https://live.euronext.com/pt/product/equities/FI0009013403-MTAH
KONE,1KNEBV,BGEM,"EUR 62,20","0,32%",15 Jan 2026,https://live.euronext.com/pt/product/equities/FI0009013403-BGEM
Konecranes Oyj,1KCR,BGEM,"EUR 91,00","1,39%",08 Dec 2025,https://live.euronext.com/pt/product/equities/FI0009005870-BGEM
KONGSBERG AUTOMOT,KOA,XOSL,"NOK 2,275","-0,44%",16:25 CET,https://live.euronext.com/pt/product/equities/NO0003033102-XOSL
KONGSBERG GRUPPEN,KOG,XOSL,"NOK 332,40","9,49%",16:29 CET,https://live.euronext.com/pt/product/equities/NO0013536151-XOSL
KONINKLIJKE KPN,4KPN,ETLX,"EUR 3,777","-0,50%",14 Jan 2026,https://live.euronext.com/pt/product/equities/NL0000009082-ETLX
KPN KON,2KPN,MTAH,-,-,-,https://live.euronext.com/pt/product/equities/NL0000009082-MTAH
KPN KON,KPN,XAMS,"EUR 3,803","0,16%",17:35 CET,https://live.euronext.com/pt/product/equities/NL0000009082-XAMS
KRAFT BANK,KRAB,MERK,"NOK 11,70","-0,85%",16:20 CET,https://live.euronext.com/pt/product/equities/NO0010815103-MERK
KRATOS DEFENSE & S,1KTOS,BGEM,"EUR 112,80","6,62%",17:35 CET,https://live.euronext.com/pt/product/equities/US50077B2079-BGEM
KROGER,1KR,BGEM,"EUR 54,50","2,46%",17:05 CET,https://live.euronext.com/pt/product/equities/US5010441013-BGEM
KROGER,4KR,ETLX,"EUR 59,84","1,44%",24 Oct 2025,https://live.euronext.com/pt/product/equities/US5010441013-ETLX
KROGER,2KR,MTAH,"EUR 58,12","-0,45%",11 Sep 2025,https://live.euronext.com/pt/product/equities/US5010441013-MTAH
Krones AG,1KRN,BGEM,"EUR 146,20","4,73%",13 Jan 2026,https://live.euronext.com/pt/product/equities/DE0006335003-BGEM
KRUSO KAPITAL,KK,EXGM,"EUR 1,60","1,27%",14 Jan 2026,https://live.euronext.com/pt/product/equities/IT0005573800-EXGM
KRYSTAL BIOTECH IN,1KRYS,BGEM,"EUR 255,00","1,63%",15 Jan 2026,https://live.euronext.com/pt/product/equities/US5011471027-BGEM
Kuehne Nagel Inter,1KNIN,BGEM,"EUR 185,00","0,54%",23 Dec 2025,https://live.euronext.com/pt/product/equities/CH0025238863-BGEM
KUMULUS VAPE,ALVAP,ALXP,"EUR 3,99","0,50%",17:35 CET,https://live.euronext.com/pt/product/equities/FR0013419876-ALXP
L'AIR LIQUIDE,4AI,ETLX,"EUR 160,64",-,15 Jan 2026,https://live.euronext.com/pt/product/equities/FR0000120073-ETLX
L'OREAL,4OR,ETLX,"EUR 389,00","-0,68%",15 Jan 2026,https://live.euronext.com/pt/product/equities/FR0000120321-ETLX
L'OREAL,OR,XPAR,"EUR 384,85","-0,59%",17:36 CET,https://live.euronext.com/pt/product/equities/FR0000120321-XPAR
L'OREAL,2OR,MTAH,"EUR 363,35","-2,98%",23 Apr 2025,https://live.euronext.com/pt/product/equities/FR0000120321-MTAH
L3Harris Tech,1LHX,BGEM,"EUR 292,00","0,93%",15:52 CET,https://live.euronext.com/pt/product/equities/US5024311095-BGEM
LAB FARMACEUT ERFO,ERFO,EXGM,"EUR 1,40","0,72%",14:55 CET,https://live.euronext.com/pt/product/equities/IT0005497885-EXGM
LABO EUROMEDIS,ALEMG,ALXP,"EUR 3,92",-,09:00 CET,https://live.euronext.com/pt/product/equities/FR0000075343-ALXP
Laboratorios Farma,1ROVI,BGEM,"EUR 64,95","-4,84%",13 Jan 2026,https://live.euronext.com/pt/product/equities/ES0157261019-BGEM
LACROIX GROUP,LACR,XPAR,"EUR 12,10","-0,41%",17:35 CET,https://live.euronext.com/pt/product/equities/FR0000066607-XPAR
LAGARDERE SA,MMB,XPAR,"EUR 18,92","-0,94%",17:35 CET,https://live.euronext.com/pt/product/equities/FR0000130213-XPAR
Lagercrantz G,1LAGR,BGEM,-,-,-,https://live.euronext.com/pt/product/equities/SE0014990966-BGEM
LAM RESEARCH,4LRCX,ETLX,"EUR 191,50","0,04%",14:20 CET,https://live.euronext.com/pt/product/equities/US5128073062-ETLX
LAM RESEARCH,2LRCX,MTAH,"EUR 132,92","-0,57%",17 Dec 2025,https://live.euronext.com/pt/product/equities/US5128073062-MTAH
LAM RESEARCH,1LRCX,BGEM,"EUR 192,96","0,76%",15:49 CET,https://live.euronext.com/pt/product/equities/US5128073062-BGEM
LANDI RENZO,LNDR,MTAA,"EUR 1,034","1,17%",16:52 CET,https://live.euronext.com/pt/product/equities/IT0005619843-MTAA
LANSON-BCC,ALLAN,ALXP,"EUR 32,30","-0,62%",17:28 CET,https://live.euronext.com/pt/product/equities/FR0004027068-ALXP
LANTHEUS HOLDINGS,1LNTH,BGEM,"EUR 56,80","-0,49%",30 Dec 2025,https://live.euronext.com/pt/product/equities/US5165441032-BGEM
LANXESS,1LXS,BGEM,"EUR 17,76","-3,74%",09:31 CET,https://live.euronext.com/pt/product/equities/DE0005470405-BGEM
LANXESS,2LXS,MTAH,"EUR 16,58","-2,93%",06 Nov 2025,https://live.euronext.com/pt/product/equities/DE0005470405-MTAH
LANXESS,4LXS,ETLX,"EUR 22,85","-1,04%",05 Mar 2024,https://live.euronext.com/pt/product/equities/DE0005470405-ETLX
LARGO,ALLGO,ALXP,"EUR 1,81",-,15:54 CET,https://live.euronext.com/pt/product/equities/FR0013308582-ALXP
Las Vegas Sands,1LVS,BGEM,"EUR 51,83","1,49%",13 Jan 2026,https://live.euronext.com/pt/product/equities/US5178341070-BGEM
LATECOERE,LAT,XPAR,"EUR 0,0179","-0,56%",17:30 CET,https://live.euronext.com/pt/product/equities/FR001400JY13-XPAR
